ID_Usuario,DNI_Usuario,Edad,Género,Ubicación,Tipo_Viajero,ID_Reserva,Fecha_Reserva,Fecha_Viaje,Antelacion_Reserva,Duracion_Viaje,Numero_Personas,Tipo_Paquete,Costo_Total,Metodo_Pago,Destino,Tipo_Alojamiento,Clase_Vuelo,Actividades_Reservadas,Numero_Noches_Estancia,Promocion_Aplicada,Fuente_Reserva,Estado_Reserva,Mes_Reserva,Mes_Viaje,Estacionalidad,Cancelacion_Reserva,Calificacion_Usuario,Comentarios
U0556,81269816Y,37,Male,Germany,Turista,R00556,2024|03|21 00:00:00,2024|12|26 00:00:00,257,5,1,Vuelo + Hotel,1948.12,PayPal,Cancun,Hotel,Económica,,2,False,Agente de viajes,Confirmada,1,2,Temporada baja,True,2,No me gustó el servicio
U0557,40400158Z,52,Other,Spain,Negocios,R00557,2024|02|02 00:00:00,2024|04|06 00:00:00,212,7,3,Vuelo + Hotel + Tour,1755.13,PayPal,New York,Airbnb,Ejecutiva,City tour,4,True,Agente de viajes,Pendiente,11,3,Temporada baja,False,5,Excelente viaje
U0558,83401711P,19,Male,Spain,Tusirta,R00558,2024|04|26 00:00:00,2024|11|10 00:00:00,150,4,4,Vuelo + Hotel,1266.55,PayPal,Rome,Resort,Económica,,7,True,App móvil,Pendiente,1,3,Temporada baja,False,3,Excelente viaje
U0559,80914816B,48,Male,India,Negocios,R00559,2024|05|25 00:00:00,2024|11|04 00:00:00,131,6,2,Vuelo + Hotel + Tour,1507.06,Transferencia bancaria,London,Resort,Económica,Excursión en bote,9,False,Agente de viajes,Cancelada,2,2,Temporada alta,False,2,No me gustó el servicio
U0560,97228825M,55,Other,UK,Turista,R00560,2024|10|03 00:00:00,2024|12|24 00:00:00,97,9,4,Vuelo + Hotel + Tour,389.67,PayPal,Cancun,Resort,Primera clase,Excursión en bote,5,False,Sitio web,Cancelada,6,5,Temporada baja,True,3,Todo bien
U0561,46647913A,59,Other,Germany,Negocios,R00561,2024|10|16 00:00:00,2024|12|21 00:00:00,79,4,4,Solo vuelo,737.5,PayPal,Paris,,Primera clase,,4,False,Agente de viajes,Pendiente,12,4,Temporada baja,False,2,No me gustó el servicio
U0562,15587988Z,44,Other,USA,Turista,R00562,2024|03|04 00:00:00,2024|03|24 00:00:00,300,7,1,Vuelo + Hotel,1194.7,PayPal,Tokyo,Airbnb,Primera clase,,8,False,App móvil,Pendiente,4,11,Temporada baja,False,5,Excelente viaje
U0563,17994410S,57,Female,Spain,Turista,R00563,2024|07|07 00:00:00,2024|08|08 00:00:00,347,3,1,Vuelo + Hotel + Tour,1615.97,PayPal,Paris,Airbnb,Primera clase,City tour,6,False,Sitio web,Pendiente,6,5,Temporada alta,False,4,Recomendado
U0564,95006298Z,63,Male,Spain,Turista,R00564,2024|06|24 00:00:00,2024|10|09 00:00:00,145,2,2,Solo vuelo,1918.42,PayPal,New York,,Económica,,5,False,Agente de viajes,Pendiente,9,11,Temporada baja,False,5,Excelente viaje
U0565,27258285L,60,Male,Spain,Turista,R00565,2024|06|11 00:00:00,2024|07|10 00:00:00,232,3,2,Solo vuelo,921.47,Tarjeta de crédito,Rome,,Primera clase,,9,False,Sitio web,Pendiente,10,1,Temporada baja,False,4,Excelente viaje
U0566,40388424X,54,Male,Spain,Turista,R00566,2024|02|17 00:00:00,2024|08|29 00:00:00,321,6,1,Vuelo + Hotel + Tour,503.39,Transferencia bancaria,London,Resort,Ejecutiva,City tour,1,True,Sitio web,Confirmada,11,3,Temporada baja,True,5,Excelente viaje
U0567,43362843T,53,Other,Germany,Negocios,R00567,2024|05|08 00:00:00,2024|12|22 00:00:00,68,12,1,Vuelo + Hotel,839.82,PayPal,Rome,Resort,Ejecutiva,,7,True,Agente de viajes,Pendiente,4,2,Temporada alta,True,5,Excelente viaje
U0568,79368078T,60,Male,UK,Tusirta,R00568,2024|09|26 00:00:00,2024|10|08 00:00:00,20,7,3,Vuelo + Hotel,1808.48,Tarjeta de crédito,New York,Airbnb,Ejecutiva,,5,False,Sitio web,Confirmada,5,2,Temporada alta,False,2,No me gustó el servicio
U0569,88596227C,18,Female,USA,Tusirta,R00569,2024|03|14 00:00:00,2024|11|24 00:00:00,118,5,2,Vuelo + Hotel,243.65,Tarjeta de crédito,New York,Airbnb,Económica,,6,False,Agente de viajes,Cancelada,9,9,Temporada baja,False,4,Recomendado
U0570,46402636K,51,Female,Australia,Turista,R00570,2024|05|05 00:00:00,2024|11|01 00:00:00,250,7,4,Solo vuelo,1137.73,Transferencia bancaria,London,,Económica,,2,True,App móvil,Cancelada,7,11,Temporada baja,True,3,Recomendado
U0571,13830441N,44,Male,Spain,Tusirta,R00571,2024|10|26 00:00:00,2024|11|21 00:00:00,33,14,1,Solo vuelo,1687.01,PayPal,Cancun,,Económica,,1,True,Sitio web,Cancelada,5,2,Temporada alta,False,2,No me gustó el servicio
U0572,30372160Q,33,Other,Australia,Negocios,R00572,2024|01|16 00:00:00,2024|11|19 00:00:00,52,4,2,Solo vuelo,1575.77,Tarjeta de crédito,Barcelona,,Ejecutiva,,7,True,App móvil,Cancelada,7,8,Temporada baja,True,5,Recomendado
U0573,33766440W,25,Other,Spain,Turista,R00573,2024|04|04 00:00:00,2024|04|22 00:00:00,245,8,1,Vuelo + Hotel,668.59,Tarjeta de crédito,New York,Resort,Ejecutiva,,1,True,App móvil,Pendiente,12,5,Temporada baja,True,4,Recomendado
U0574,80548847H,31,Female,USA,Negocios,R00574,2024|02|02 00:00:00,2024|09|26 00:00:00,62,6,3,Vuelo + Hotel + Tour,1859.99,Transferencia bancaria,Cancun,Airbnb,Económica,Tour en bus,1,True,Agente de viajes,Pendiente,9,12,Temporada baja,False,1,Problemas con la reserva
U0575,61407276J,21,Male,India,Tusirta,R00575,2024|08|16 00:00:00,2024|10|14 00:00:00,364,6,3,Solo vuelo,1314.25,Transferencia bancaria,Rome,,Económica,,5,True,Agente de viajes,Pendiente,5,2,Temporada baja,False,5,Excelente viaje
U0576,83173908C,38,Female,UK,Tusirta,R00576,2024|09|06 00:00:00,2024|12|07 00:00:00,343,1,2,Vuelo + Hotel + Tour,448.51,Transferencia bancaria,Cancun,Airbnb,Primera clase,,5,False,Sitio web,Pendiente,2,8,Temporada alta,False,2,Problemas con la reserva
U0577,21847490C,27,Female,USA,Turista,R00577,2024|05|13 00:00:00,2024|07|04 00:00:00,127,12,3,Vuelo + Hotel,480.0,PayPal,Cancun,Hotel,Primera clase,,4,True,Sitio web,Cancelada,3,9,Temporada baja,True,3,Recomendado
U0578,94576024R,35,Female,Spain,Turista,R00578,2024|08|04 00:00:00,2024|08|07 00:00:00,203,14,3,Vuelo + Hotel,1796.29,Tarjeta de crédito,Tokyo,Hotel,Ejecutiva,,3,True,Agente de viajes,Confirmada,1,11,Temporada baja,False,3,Problemas con la reserva
U0579,57939675F,48,Other,UK,Negocios,R00579,2024|02|17 00:00:00,2024|03|31 00:00:00,331,1,4,Vuelo + Hotel + Tour,1816.16,PayPal,Cancun,Hotel,Primera clase,Tour en bus,6,False,Agente de viajes,Cancelada,4,3,Temporada baja,True,1,Problemas con la reserva
U0580,14114667G,40,Female,Australia,Turista,R00580,2024|03|16 00:00:00,2024|11|02 00:00:00,206,1,2,Solo vuelo,1808.86,Tarjeta de crédito,London,,Económica,,2,True,Sitio web,Cancelada,10,11,Temporada baja,True,4,Problemas con la reserva
U0581,87579136N,65,Female,Australia,Turista,R00581,2024|02|29 00:00:00,2024|12|15 00:00:00,104,13,1,Vuelo + Hotel + Tour,1108.31,Tarjeta de crédito,Rome,Hotel,Primera clase,Tour en bus,3,True,Sitio web,Cancelada,6,10,Temporada baja,False,2,No me gustó el servicio
U0582,52739689E,40,Other,Australia,Negocios,R00582,2024|07|27 00:00:00,2024|12|15 00:00:00,137,12,3,Solo vuelo,1520.61,PayPal,Barcelona,,Económica,,9,False,App móvil,Cancelada,11,1,Temporada alta,False,1,Problemas con la reserva
U0583,29699421G,36,Other,Germany,Tusirta,R00583,2024|02|16 00:00:00,2024|06|10 00:00:00,110,3,2,Solo vuelo,853.14,Transferencia bancaria,London,,Ejecutiva,,9,False,Sitio web,Pendiente,4,7,Temporada baja,False,5,Recomendado
U0584,48224984X,48,Male,Mexico,Negocios,R00584,2024|07|13 00:00:00,2024|10|04 00:00:00,107,10,4,Vuelo + Hotel + Tour,659.66,PayPal,Tokyo,Hotel,Ejecutiva,,3,False,Sitio web,Confirmada,5,2,Temporada alta,False,2,Problemas con la reserva
U0585,62011685M,34,Female,Spain,Turista,R00585,2024|02|10 00:00:00,2024|04|20 00:00:00,150,11,4,Solo vuelo,834.6,Tarjeta de crédito,Cancun,,Económica,,1,True,Agente de viajes,Pendiente,10,11,Temporada alta,True,5,Excelente viaje
U0586,58506875G,31,Female,USA,Turista,R00586,2024|04|15 00:00:00,2024|12|16 00:00:00,142,14,1,Vuelo + Hotel,1081.35,Tarjeta de crédito,London,Hotel,Económica,,5,False,App móvil,Pendiente,4,2,Temporada alta,False,5,Excelente viaje
U0587,69413659G,43,Other,Australia,Tusirta,R00587,2024|06|22 00:00:00,2024|10|02 00:00:00,168,4,1,Vuelo + Hotel,201.44,Transferencia bancaria,Tokyo,Airbnb,Primera clase,,6,True,App móvil,Confirmada,8,3,Temporada alta,False,1,Problemas con la reserva
U0588,95446008X,34,Female,UK,Turista,R00588,2024|05|17 00:00:00,2024|07|16 00:00:00,239,9,1,Vuelo + Hotel + Tour,1102.26,Transferencia bancaria,Tokyo,Hotel,Económica,Tour en bus,4,True,App móvil,Pendiente,5,7,Temporada baja,False,4,Excelente viaje
U0589,33543857J,65,Female,USA,Turista,R00589,2024|02|15 00:00:00,2024|08|13 00:00:00,171,11,3,Solo vuelo,1571.77,Transferencia bancaria,New York,,Económica,,6,True,Agente de viajes,Confirmada,2,4,Temporada baja,False,3,Problemas con la reserva
U0590,71478966A,24,Female,Australia,Tusirta,R00590,2024|11|23 00:00:00,2024|12|01 00:00:00,3,4,3,Vuelo + Hotel + Tour,423.88,Tarjeta de crédito,Paris,Airbnb,Ejecutiva,Excursión en bote,1,True,Agente de viajes,Cancelada,5,9,Temporada alta,True,1,No me gustó el servicio
U0591,60013824Q,41,Other,UK,Turista,R00591,2024|03|06 00:00:00,2024|06|04 00:00:00,103,10,2,Vuelo + Hotel + Tour,551.73,Transferencia bancaria,Cancun,Airbnb,Económica,City tour,7,False,App móvil,Cancelada,6,10,Temporada alta,True,1,No me gustó el servicio
U0592,20013295Y,18,Female,Germany,Turista,R00592,2024|01|20 00:00:00,2024|06|17 00:00:00,180,11,1,Solo vuelo,1577.57,Tarjeta de crédito,Cancun,,Primera clase,,3,False,App móvil,Cancelada,8,11,Temporada alta,True,3,No me gustó el servicio
U0593,17170842P,29,Female,Spain,Turista,R00593,2024|06|14 00:00:00,2024|08|11 00:00:00,159,4,3,Vuelo + Hotel + Tour,1908.23,PayPal,Tokyo,Airbnb,Económica,City tour,9,True,Agente de viajes,Pendiente,6,9,Temporada alta,True,4,Excelente viaje
U0594,77765219B,50,Other,India,Negocios,R00594,2024|03|07 00:00:00,2024|11|14 00:00:00,87,7,2,Solo vuelo,1252.9,PayPal,Paris,,Primera clase,,9,False,Agente de viajes,Pendiente,9,1,Temporada alta,True,3,No me gustó el servicio
U0595,58945644W,48,Other,Australia,Negocios,R00595,2024|05|18 00:00:00,2024|10|12 00:00:00,360,14,4,Vuelo + Hotel,1440.93,Transferencia bancaria,Barcelona,Resort,Primera clase,,2,True,App móvil,Pendiente,9,12,Temporada alta,False,4,Todo bien
U0596,13564244V,59,Female,Australia,Tusirta,R00596,2024|05|31 00:00:00,2024|12|22 00:00:00,211,1,4,Vuelo + Hotel,900.13,Transferencia bancaria,Tokyo,Hotel,Ejecutiva,,4,True,App móvil,Confirmada,6,2,Temporada baja,True,3,Recomendado
U0597,69958941W,54,Male,Germany,Tusirta,R00597,2024|04|13 00:00:00,2024|09|28 00:00:00,201,11,2,Solo vuelo,1606.42,Transferencia bancaria,London,,Económica,,7,True,Agente de viajes,Pendiente,8,12,Temporada alta,True,4,Todo bien
U0598,83835180L,26,Female,UK,Turista,R00598,2024|01|22 00:00:00,2024|07|23 00:00:00,335,11,4,Vuelo + Hotel + Tour,1268.25,Transferencia bancaria,London,Airbnb,Primera clase,City tour,8,False,Agente de viajes,Cancelada,7,10,Temporada alta,True,4,Recomendado
U0599,18686217M,62,Male,USA,Turista,R00599,2024|03|23 00:00:00,2024|10|05 00:00:00,20,10,4,Vuelo + Hotel + Tour,1934.98,Tarjeta de crédito,Paris,Airbnb,Primera clase,,6,False,Agente de viajes,Pendiente,4,7,Temporada baja,False,2,Problemas con la reserva
U0600,15494857X,51,Female,USA,Turista,R00600,2024|04|13 00:00:00,2024|12|03 00:00:00,324,4,3,Vuelo + Hotel,207.41,PayPal,Cancun,Hotel,Económica,,3,False,Agente de viajes,Cancelada,12,10,Temporada alta,True,3,Problemas con la reserva
U0601,74162479Z,34,Female,Mexico,Turista,R00601,2024|03|31 00:00:00,2024|06|11 00:00:00,62,2,2,Solo vuelo,245.82,PayPal,Tokyo,,Primera clase,,7,True,Sitio web,Pendiente,9,9,Temporada alta,True,1,Problemas con la reserva
U0602,42803083Z,37,Male,Germany,Negocios,R00602,2024|01|31 00:00:00,2024|07|08 00:00:00,197,2,3,Solo vuelo,1921.24,PayPal,New York,,Económica,,4,False,Agente de viajes,Confirmada,7,1,Temporada alta,True,1,No me gustó el servicio
U0603,57012929T,43,Female,Germany,Turista,R00603,2024|01|29 00:00:00,2024|12|23 00:00:00,323,11,4,Vuelo + Hotel,1109.44,Tarjeta de crédito,London,Resort,Económica,,9,True,Agente de viajes,Cancelada,12,3,Temporada alta,False,1,Problemas con la reserva
U0604,75756367W,51,Female,Australia,Turista,R00604,2024|02|27 00:00:00,2024|05|28 00:00:00,248,10,3,Vuelo + Hotel + Tour,334.94,Tarjeta de crédito,Cancun,Airbnb,Económica,,7,False,Sitio web,Cancelada,11,10,Temporada alta,False,2,
U0605,24022402Y,55,Other,Spain,Negocios,R00605,2024|02|15 00:00:00,2024|10|03 00:00:00,251,6,2,Solo vuelo,280.93,Tarjeta de crédito,New York,,Ejecutiva,,1,False,Sitio web,Pendiente,6,11,Temporada alta,True,4,Todo bien
U0606,16594859Z,28,Other,Spain,Tusirta,R00606,2024|10|04 00:00:00,2024|10|04 00:00:00,227,9,2,Solo vuelo,1803.02,PayPal,Tokyo,,Primera clase,,8,True,Agente de viajes,Cancelada,4,8,Temporada baja,True,4,Recomendado
U0607,47097783Q,23,Other,Germany,Negocios,R00607,2024|05|25 00:00:00,2024|09|11 00:00:00,269,6,2,Solo vuelo,451.46,Tarjeta de crédito,Paris,,Económica,,1,True,Sitio web,Cancelada,10,5,Temporada baja,True,3,
U0608,22690213T,31,Female,UK,Turista,R00608,2024|10|20 00:00:00,2024|12|26 00:00:00,68,11,2,Solo vuelo,554.7,PayPal,London,,Económica,,8,True,Agente de viajes,Pendiente,11,10,Temporada baja,False,2,Todo bien
U0609,70622154X,34,Male,India,Turista,R00609,2024|07|22 00:00:00,2024|10|16 00:00:00,5,6,4,Vuelo + Hotel,142.3,Transferencia bancaria,New York,Airbnb,Económica,,6,True,Agente de viajes,Cancelada,5,12,Temporada baja,True,5,Todo bien
U0610,50130313L,21,Other,Germany,Turista,R00610,2024|07|30 00:00:00,2024|10|12 00:00:00,235,2,1,Vuelo + Hotel + Tour,1903.27,Transferencia bancaria,Barcelona,Airbnb,Económica,Excursión en bote,5,True,Agente de viajes,Cancelada,8,5,Temporada alta,True,3,No me gustó el servicio
U0611,86675493Q,28,Other,Mexico,Turista,R00611,2024|02|22 00:00:00,2024|02|23 00:00:00,119,10,1,Vuelo + Hotel + Tour,1794.98,Transferencia bancaria,Tokyo,Hotel,Ejecutiva,Tour en bus,9,True,Agente de viajes,Pendiente,7,5,Temporada baja,False,4,Recomendado
U0612,44782184B,24,Female,India,Turista,R00612,2024|02|24 00:00:00,2024|06|25 00:00:00,62,6,1,Vuelo + Hotel + Tour,1823.44,Tarjeta de crédito,London,Hotel,Ejecutiva,,2,True,Agente de viajes,Cancelada,8,4,Temporada alta,True,2,No me gustó el servicio
U0613,35429047P,43,Other,Australia,Turista,R00613,2024|11|05 00:00:00,2024|11|11 00:00:00,70,6,1,Vuelo + Hotel,245.3,Tarjeta de crédito,Rome,Hotel,Primera clase,,6,True,Agente de viajes,Pendiente,10,1,Temporada alta,False,5,Todo bien
U0614,86576720M,55,Female,Australia,Turista,R00614,2024|05|30 00:00:00,2024|09|14 00:00:00,10,7,2,Vuelo + Hotel + Tour,1838.68,Tarjeta de crédito,London,Hotel,Económica,Excursión en bote,8,False,App móvil,Cancelada,9,3,Temporada baja,True,1,No me gustó el servicio
U0615,29722871V,36,Male,Australia,Negocios,R00615,2024|02|14 00:00:00,2024|11|27 00:00:00,121,6,3,Vuelo + Hotel + Tour,632.76,PayPal,Tokyo,Hotel,Ejecutiva,Tour en bus,5,False,Agente de viajes,Pendiente,1,4,Temporada alta,False,1,Problemas con la reserva
U0616,44591802T,53,Female,Australia,Turista,R00616,2024|07|23 00:00:00,2024|09|26 00:00:00,40,5,4,Solo vuelo,1955.31,Tarjeta de crédito,Barcelona,,Primera clase,,2,False,Agente de viajes,Confirmada,10,4,Temporada baja,True,5,Todo bien
U0617,59810316N,44,Female,Mexico,Turista,R00617,2024|08|02 00:00:00,2024|10|21 00:00:00,354,10,3,Vuelo + Hotel + Tour,1360.05,Tarjeta de crédito,Tokyo,Hotel,Ejecutiva,Excursión en bote,8,False,Agente de viajes,Confirmada,2,1,Temporada alta,True,2,No me gustó el servicio
U0618,73340155D,21,Female,Mexico,Turista,R00618,2024|10|21 00:00:00,2024|10|25 00:00:00,161,7,1,Vuelo + Hotel + Tour,415.43,PayPal,Cancun,Hotel,Económica,Tour en bus,9,False,Agente de viajes,Pendiente,2,7,Temporada alta,True,4,Todo bien
U0619,96517429E,59,Other,USA,Negocios,R00619,2024|02|26 00:00:00,2024|03|09 00:00:00,59,1,1,Vuelo + Hotel + Tour,1985.25,PayPal,Tokyo,Hotel,Primera clase,City tour,6,False,Agente de viajes,Pendiente,7,7,Temporada baja,False,5,Excelente viaje
U0620,31062048L,57,Female,Australia,Turista,R00620,2024|07|07 00:00:00,2024|08|19 00:00:00,326,2,4,Vuelo + Hotel + Tour,657.06,Transferencia bancaria,New York,Hotel,Primera clase,City tour,7,False,Sitio web,Pendiente,1,2,Temporada baja,True,2,No me gustó el servicio
U0621,20780514Z,25,Male,Spain,Negocios,R00621,2024|06|08 00:00:00,2024|12|23 00:00:00,125,9,1,Vuelo + Hotel,429.39,Tarjeta de crédito,Rome,Airbnb,Económica,,9,True,Sitio web,Confirmada,5,9,Temporada alta,False,2,No me gustó el servicio
U0622,78873698M,38,Female,UK,Negocios,R00622,2024|03|06 00:00:00,2024|04|15 00:00:00,113,4,2,Vuelo + Hotel,114.26,Transferencia bancaria,London,Resort,Económica,,1,True,Sitio web,Cancelada,4,9,Temporada alta,False,2,
U0623,39839110M,36,Male,Germany,Turista,R00623,2024|02|26 00:00:00,2024|11|20 00:00:00,306,11,2,Vuelo + Hotel,492.55,PayPal,New York,Hotel,Primera clase,,2,False,Agente de viajes,Cancelada,1,10,Temporada alta,True,2,Todo bien
U0624,88452135T,65,Other,Australia,Negocios,R00624,2024|11|09 00:00:00,2024|11|10 00:00:00,148,8,4,Solo vuelo,1451.46,Tarjeta de crédito,Barcelona,,Primera clase,,5,False,Agente de viajes,Pendiente,3,10,Temporada baja,False,2,Todo bien
U0625,10634351W,46,Male,Germany,Turista,R00625,2024|01|04 00:00:00,2024|07|18 00:00:00,118,2,2,Vuelo + Hotel + Tour,1561.43,PayPal,Tokyo,Hotel,Primera clase,Excursión en bote,4,True,Agente de viajes,Cancelada,2,2,Temporada baja,True,1,Problemas con la reserva
U0626,67876652H,62,Male,Germany,Tusirta,R00626,2024|04|24 00:00:00,2024|09|24 00:00:00,255,1,2,Vuelo + Hotel,1444.18,Transferencia bancaria,Rome,Hotel,Primera clase,,1,True,Sitio web,Cancelada,4,4,Temporada baja,True,2,Todo bien
U0627,33683285S,58,Male,UK,Negocios,R00627,2024|05|13 00:00:00,2024|05|17 00:00:00,114,4,3,Vuelo + Hotel + Tour,1437.86,Tarjeta de crédito,New York,Hotel,Económica,,2,False,Agente de viajes,Confirmada,6,5,Temporada baja,False,2,Problemas con la reserva
U0628,38732492D,26,Other,Australia,Negocios,R00628,2024|04|20 00:00:00,2024|12|22 00:00:00,306,12,2,Vuelo + Hotel,491.37,PayPal,Cancun,Airbnb,Económica,,5,False,App móvil,Cancelada,10,7,Temporada alta,True,2,
U0629,11033618N,59,Other,Spain,Turista,R00629,2024|04|15 00:00:00,2024|11|14 00:00:00,274,11,2,Solo vuelo,1169.26,PayPal,New York,,Primera clase,,9,True,Agente de viajes,Confirmada,4,2,Temporada baja,True,4,Recomendado
U0630,70461854C,44,Other,Australia,Negocios,R00630,2024|05|12 00:00:00,2024|06|04 00:00:00,281,14,3,Solo vuelo,538.7,PayPal,London,,Ejecutiva,,4,False,Sitio web,Cancelada,7,2,Temporada baja,True,3,Recomendado
U0631,70146400B,30,Other,India,Negocios,R00631,2024|03|22 00:00:00,2024|11|11 00:00:00,251,6,1,Vuelo + Hotel + Tour,950.24,Transferencia bancaria,Barcelona,Resort,Económica,City tour,3,True,Agente de viajes,Cancelada,12,8,Temporada alta,True,3,No me gustó el servicio
U0632,65065958Q,45,Male,Germany,Turista,R00632,2024|02|04 00:00:00,2024|10|16 00:00:00,22,5,1,Solo vuelo,1890.48,Tarjeta de crédito,Tokyo,,Económica,,1,False,Sitio web,Pendiente,10,10,Temporada baja,False,2,Todo bien
U0633,39905763G,54,Female,Spain,Turista,R00633,2024|11|11 00:00:00,2024|11|30 00:00:00,76,8,3,Vuelo + Hotel,1152.33,Tarjeta de crédito,New York,Resort,Económica,,6,False,Sitio web,Pendiente,4,8,Temporada baja,False,5,Excelente viaje
U0634,92087200F,20,Male,Germany,Turista,R00634,2024|06|01 00:00:00,2024|08|09 00:00:00,97,12,4,Vuelo + Hotel,585.94,PayPal,New York,Hotel,Primera clase,,9,True,App móvil,Pendiente,5,8,Temporada baja,False,3,No me gustó el servicio
U0635,32526507E,63,Other,USA,Turista,R00635,2024|07|07 00:00:00,2024|08|08 00:00:00,315,2,2,Vuelo + Hotel + Tour,978.26,Tarjeta de crédito,Paris,Airbnb,Ejecutiva,City tour,5,True,Sitio web,Pendiente,11,6,Temporada alta,False,5,Excelente viaje
U0636,75055145G,56,Female,Mexico,Turista,R00636,2024|04|06 00:00:00,2024|07|17 00:00:00,315,5,4,Vuelo + Hotel + Tour,229.31,Transferencia bancaria,Rome,Resort,Económica,,4,True,App móvil,Pendiente,5,12,Temporada alta,True,5,Recomendado
U0637,78433856S,43,Female,Mexico,Turista,R00637,2024|05|24 00:00:00,2024|07|13 00:00:00,96,1,3,Vuelo + Hotel,1618.29,Transferencia bancaria,New York,Airbnb,Ejecutiva,,3,False,Agente de viajes,Pendiente,5,6,Temporada baja,True,2,Problemas con la reserva
U0638,77699156G,54,Female,Germany,Turista,R00638,2024|06|03 00:00:00,2024|06|26 00:00:00,262,7,4,Vuelo + Hotel,377.31,PayPal,New York,Airbnb,Económica,,1,False,App móvil,Cancelada,1,9,Temporada alta,False,5,Recomendado
U0639,95431700P,33,Female,Australia,Negocios,R00639,2024|08|08 00:00:00,2024|11|14 00:00:00,73,11,1,Solo vuelo,974.79,PayPal,New York,,Económica,,9,False,Sitio web,Pendiente,6,5,Temporada alta,True,2,Todo bien
U0640,24367577C,45,Female,USA,Tusirta,R00640,2024|04|27 00:00:00,2024|06|29 00:00:00,251,5,2,Vuelo + Hotel + Tour,602.36,PayPal,Paris,Hotel,Económica,,8,False,Agente de viajes,Cancelada,3,2,Temporada baja,True,2,No me gustó el servicio
U0641,41923498H,18,Other,USA,Turista,R00641,2024|05|06 00:00:00,2024|07|17 00:00:00,356,1,4,Vuelo + Hotel + Tour,1249.92,Tarjeta de crédito,Paris,Hotel,Ejecutiva,Tour en bus,1,False,App móvil,Cancelada,4,11,Temporada baja,True,4,Recomendado
U0642,50758390N,59,Female,UK,Turista,R00642,2024|06|29 00:00:00,2024|12|27 00:00:00,341,6,3,Solo vuelo,625.56,PayPal,New York,,Económica,,5,False,App móvil,Cancelada,2,5,Temporada baja,True,5,Todo bien
U0643,62113728C,65,Male,Australia,Tusirta,R00643,2024|03|20 00:00:00,2024|08|23 00:00:00,137,4,3,Solo vuelo,1592.35,Tarjeta de crédito,New York,,Ejecutiva,,8,False,Sitio web,Confirmada,10,7,Temporada baja,True,2,Problemas con la reserva
U0644,34556157Z,51,Female,Mexico,Turista,R00644,2024|05|22 00:00:00,2024|09|06 00:00:00,202,13,4,Vuelo + Hotel,1932.2,PayPal,Paris,Airbnb,Económica,,9,False,Agente de viajes,Pendiente,2,6,Temporada alta,False,4,Todo bien
U0645,12330799Q,41,Female,UK,Tusirta,R00645,2024|02|01 00:00:00,2024|05|07 00:00:00,250,14,2,Vuelo + Hotel,792.42,Tarjeta de crédito,Paris,Airbnb,Económica,,5,False,App móvil,Cancelada,10,1,Temporada alta,False,1,No me gustó el servicio
U0646,49761365Z,57,Male,India,Turista,R00646,2024|04|09 00:00:00,2024|12|02 00:00:00,31,13,3,Solo vuelo,1505.98,Transferencia bancaria,Rome,,Ejecutiva,,4,True,Sitio web,Pendiente,10,8,Temporada baja,False,5,Todo bien
U0647,36142099Z,63,Other,USA,Turista,R00647,2024|04|18 00:00:00,2024|11|25 00:00:00,39,3,3,Vuelo + Hotel + Tour,304.64,PayPal,Paris,Resort,Económica,,5,True,Agente de viajes,Cancelada,10,7,Temporada baja,False,4,Recomendado
U0648,59219305D,46,Female,Australia,Turista,R00648,2024|06|05 00:00:00,2024|09|25 00:00:00,360,2,2,Solo vuelo,259.28,Tarjeta de crédito,New York,,Económica,,9,True,Agente de viajes,Cancelada,7,7,Temporada alta,True,4,Recomendado
U0649,15708134P,39,Female,India,Turista,R00649,2024|01|11 00:00:00,2024|04|22 00:00:00,98,11,4,Vuelo + Hotel,1926.16,Tarjeta de crédito,Paris,Resort,Económica,,5,False,Agente de viajes,Pendiente,8,6,Temporada baja,False,3,No me gustó el servicio
U0650,87744533Q,51,Other,Australia,Negocios,R00650,2024|05|03 00:00:00,2024|12|28 00:00:00,359,9,2,Solo vuelo,1863.97,Transferencia bancaria,New York,,Económica,,2,False,Agente de viajes,Pendiente,3,5,Temporada alta,False,1,No me gustó el servicio
U0651,88546952B,32,Other,Australia,Tusirta,R00651,2024|06|02 00:00:00,2024|06|30 00:00:00,143,8,4,Solo vuelo,325.43,Transferencia bancaria,Cancun,,Económica,,4,False,Agente de viajes,Confirmada,9,12,Temporada baja,False,1,No me gustó el servicio
U0652,70925152Y,51,Male,Australia,Tusirta,R00652,2024|02|20 00:00:00,2024|02|25 00:00:00,298,3,3,Vuelo + Hotel + Tour,1384.26,PayPal,Paris,Resort,Primera clase,Tour en bus,1,True,Agente de viajes,Confirmada,3,2,Temporada alta,False,2,Problemas con la reserva
U0653,22207384X,50,Female,India,Turista,R00653,2024|09|24 00:00:00,2024|12|25 00:00:00,38,9,1,Vuelo + Hotel + Tour,996.53,Transferencia bancaria,New York,Hotel,Ejecutiva,City tour,9,False,Sitio web,Confirmada,11,4,Temporada baja,False,4,Todo bien
U0654,40704953J,56,Other,Australia,Turista,R00654,2024|08|30 00:00:00,2024|12|01 00:00:00,140,10,2,Vuelo + Hotel + Tour,1228.57,PayPal,London,Resort,Primera clase,Tour en bus,2,False,Sitio web,Pendiente,4,5,Temporada baja,False,1,Problemas con la reserva
